com1	0.306122448979592	spA
com1	0.204081632653061	spC
com1	0.244897959183673	spE
com1	0.142857142857143	spG
com1	0.0408163265306122	spM
com1	0.0408163265306122	spN
com1	0.0204081632653061	spO
com2	0.396825396825397	spB
com2	0.0952380952380952	spD
com2	0.0634920634920635	spE
com2	0.0317460317460317	spG
com2	0.0476190476190476	spJ
com2	0.365079365079365	spK
com3	0.410958904109589	spA
com3	0.136986301369863	spC
com3	0.136986301369863	spF
com3	0.123287671232877	spG
com3	0.0547945205479452	spH
com3	0.136986301369863	spN
com4	0.161290322580645	spH
com4	0.32258064516129	spI
com4	0.0161290322580645	spJ
com4	0.032258064516129	spK
com4	0.403225806451613	spL
com4	0.0645161290322581	spM
com5	0.593220338983051	spH
com5	0.23728813559322	spI
com5	0.169491525423729	spJ
